age,height_cm,weight_kg,nationality,club,wage_eur,player_positions,pace,shooting,passing,dribbling,defending,physic,average_skill,average_attacking,average_movement,average_power,average_mentality,average_defending,average_goalkeeping,short_name,long_name
25,176,68,Colombia,Deportivo Pasto,1000,"CDM, RM",72.0,47.0,63.0,65.0,57.0,60.0,63.2,48.6,71.0,56.4,56.0,57.333333333333336,9.6,E. Moreno,Ederson Moreno
24,178,75,Romania,New York Red Bulls,2000,"RM, LM",75.0,58.0,61.0,68.0,46.0,59.0,62.6,53.6,70.0,60.4,52.666666666666664,46.333333333333336,12.0,A. Ivan,Andreas Ivan
24,185,80,Brazil,FC Tokyo,2000,"CDM, CM, RB",71.0,53.0,59.0,61.0,60.0,71.0,59.4,48.6,66.4,64.2,53.833333333333336,63.666666666666664,8.6,Arthur Silva,Arthur Silva Feitoza
24,175,68,France,Raków Częstochowa,1000,"RM, LM",86.0,61.0,58.0,62.0,25.0,49.0,57.8,56.6,71.8,55.8,44.166666666666664,22.666666666666668,10.0,B. Nouvier,Bryan Nouvier
22,179,75,South Africa,Orlando Pirates,1000,"ST, CF",74.0,64.0,47.0,64.0,23.0,58.0,49.4,59.8,66.4,61.0,49.333333333333336,20.666666666666668,10.2,T. Mabasa,Tshegofatso Mabasa
24,193,84,United States,Seattle Sounders FC,2000,ST,72.0,62.0,43.0,63.0,20.0,63.0,44.4,53.8,66.6,60.8,49.333333333333336,14.333333333333334,11.2,J. Dhillon,Justin Dhillon
24,180,76,Brazil,Gil Vicente FC,2000,"RB, LB",63.0,39.0,42.0,63.0,66.0,75.0,45.0,43.4,63.6,61.2,54.166666666666664,69.0,10.0,Kellyton,Kellyton Oliveira
22,186,74,FYR Macedonia,Nîmes Olympique,5000,ST,64.0,66.0,45.0,61.0,24.0,53.0,48.6,56.2,60.2,61.6,48.166666666666664,19.666666666666668,9.2,V. Stojanovski,Vlatko Stojanovski
23,175,68,Portugal,Os Belenenses,2000,"CDM, CM",66.0,55.0,61.0,66.0,62.0,61.0,63.4,53.8,67.0,67.6,59.833333333333336,64.66666666666667,9.4,Tiago Esgaio,Tiago Alexandre de Sousa Esgaio
24,184,85,Brazil,FC St. Gallen,3000,CDM,65.0,46.0,55.0,51.0,63.0,82.0,47.2,50.0,57.8,65.6,57.5,62.666666666666664,11.2,Fabiano Alves,Fabiano Donato Alves
23,194,87,Cameroon,Cameroon,0,"CB, RB",65.0,32.0,39.0,41.0,62.0,76.0,35.4,37.2,55.0,60.4,44.833333333333336,62.0,11.8,J. Dawa Tchakonte,Joyskim Dawa Tchakonte
26,193,84,England,West Bromwich Albion,7000,GK,,,,,,,20.4,16.8,53.6,46.8,33.333333333333336,15.0,62.6,J. Bond,Jonathan Bond
25,178,75,England,Oxford United,2000,LB,53.0,50.0,65.0,66.0,64.0,63.0,61.6,55.2,62.6,57.8,56.166666666666664,64.66666666666667,11.0,J. Ruffels,Josh Ruffels
26,185,88,Grenada,Shrewsbury,2000,CB,67.0,24.0,35.0,40.0,61.0,76.0,33.2,37.2,55.2,56.8,42.0,63.333333333333336,10.2,A. Pierre,Aaron Pierre
24,180,75,England,Portsmouth,3000,"RB, RWB",80.0,35.0,51.0,61.0,60.0,67.0,47.0,44.8,73.2,58.8,49.0,60.333333333333336,10.8,J. Bolton,James Bolton
25,181,71,England,Ipswich Town,4000,"ST, LM",79.0,60.0,58.0,64.0,46.0,65.0,59.8,58.0,71.4,64.8,56.166666666666664,47.333333333333336,13.6,J. Roberts,Jordan Roberts
25,175,73,Australia,Burton Albion,3000,"CAM, LM, CM",66.0,61.0,62.0,68.0,53.0,61.0,59.8,59.6,66.8,67.6,55.333333333333336,53.666666666666664,11.2,R. Edwards,Ryan Edwards
25,193,83,England,Doncaster Rovers,3000,CB,34.0,33.0,38.0,35.0,62.0,79.0,34.0,40.6,40.6,60.2,49.166666666666664,59.666666666666664,12.2,T. Anderson,Tom Anderson
24,179,78,Germany,FC Twente,2000,CAM,72.0,60.0,62.0,64.0,42.0,57.0,62.8,55.2,68.6,61.8,52.5,43.666666666666664,11.2,T. Hölscher,Tim Hölscher
25,181,77,Iraq,Hobro IK,3000,"CB, RB, LB",69.0,58.0,58.0,60.0,60.0,69.0,59.8,54.0,70.0,67.4,55.0,61.666666666666664,10.8,F. Putros,Frans Dhia Putros
25,185,78,Sweden,DSC Arminia Bielefeld,3000,CB,56.0,31.0,47.0,50.0,61.0,71.0,42.2,44.2,59.8,57.2,46.0,60.333333333333336,11.4,J. Nilsson,Joakim Nilsson
25,181,79,Switzerland,Empoli,1000,"RB, RM",69.0,50.0,60.0,65.0,60.0,60.0,56.2,56.4,67.6,60.6,57.5,60.666666666666664,3.8,J. Untersee,Joel Untersee
24,195,88,Germany,FC Würzburger Kickers,2000,CB,47.0,28.0,39.0,35.0,62.0,75.0,31.8,38.2,42.0,56.2,43.0,62.333333333333336,9.6,H. Hansen,Hendrik Hansen
23,186,76,Australia,Western United FC,1000,"CB, RB",56.0,26.0,49.0,51.0,62.0,72.0,38.2,44.8,53.8,54.6,51.0,61.333333333333336,10.4,A. Calver,Aaron Calver
24,182,72,Mexico,Querétaro,2000,CB,46.0,46.0,54.0,57.0,63.0,69.0,52.0,51.8,50.8,59.2,54.0,64.0,11.8,V. Milke,Víctor Milke
25,176,75,Colombia,Rionegro Águilas,1000,RB,86.0,28.0,56.0,61.0,57.0,69.0,49.6,44.0,74.2,57.2,50.666666666666664,59.666666666666664,9.8,E. Córdoba,Elacio José Córdoba Mosquera
25,169,69,Colombia,Atlético Bucaramanga,1000,LB,83.0,48.0,49.0,62.0,55.0,59.0,48.6,46.6,77.8,66.0,45.166666666666664,61.0,11.4,L. Mena,Luis Hernando Mena Sepúlveda
24,184,78,Germany,FC Carl Zeiss Jena,1000,"LB, LM",71.0,35.0,55.0,58.0,61.0,67.0,49.2,50.8,65.6,55.4,53.166666666666664,61.0,12.8,P. Schorr,Patrick Schorr
23,172,66,Argentina,WSG Tirol,3000,"CM, CDM",74.0,59.0,60.0,65.0,61.0,59.0,57.4,54.4,75.8,63.0,59.166666666666664,62.0,11.0,I. Jáuregui,Ignacio Jáuregui
23,188,73,Netherlands,Vitesse,3000,GK,,,,,,,16.2,17.2,43.0,39.4,26.166666666666668,11.0,63.4,J. Houwen,Jeroen Houwen
24,194,84,Netherlands,FC Twente,3000,ST,52.0,64.0,56.0,57.0,32.0,70.0,53.8,60.2,51.4,68.0,54.166666666666664,28.333333333333332,11.6,J. Oosterwijk,Jari Oosterwijk
25,188,73,Morocco,Villarreal CF,6000,CB,58.0,32.0,47.0,48.0,62.0,68.0,42.6,41.4,53.0,56.2,46.5,62.0,10.8,S. Chakla,Sofian Chakla
24,183,80,Sweden,IK Sirius,1000,"RM, LM, RW",77.0,53.0,59.0,67.0,35.0,63.0,56.0,50.6,70.8,60.6,51.333333333333336,34.0,11.4,S. Vecchia,Stefano Vecchia
21,178,70,Norway,FK Bodø/Glimt,1000,CM,76.0,57.0,61.0,64.0,51.0,65.0,58.2,53.0,72.2,63.4,56.666666666666664,52.333333333333336,11.8,P. Berg,Patrick Berg
24,183,78,Italy,Atalanta,9000,"LM, LB",70.0,44.0,60.0,65.0,59.0,74.0,59.4,52.6,67.2,69.6,58.833333333333336,58.333333333333336,8.4,N. Fazzi,Nicolò Fazzi
23,199,93,England,Colchester United,3000,CB,68.0,37.0,38.0,37.0,61.0,80.0,33.2,41.6,50.8,59.0,49.5,61.333333333333336,10.6,O. Sowunmi,Omar Sowunmi
24,170,70,Portugal,Santa Clara,1000,RB,71.0,49.0,53.0,65.0,62.0,69.0,52.4,48.6,71.2,60.8,57.333333333333336,63.0,9.2,Rafael Ramos,Rafael António Figueiredo Ramos
26,186,70,China PR,Hebei China Fortune FC,3000,CB,57.0,29.0,37.0,39.0,65.0,71.0,32.0,37.8,59.8,54.8,43.333333333333336,65.33333333333333,10.6,Jin Yangyang,金洋洋
24,178,75,New Zealand,Colorado Rapids,2000,"CB, LB",73.0,27.0,51.0,62.0,61.0,69.0,47.6,45.6,68.4,52.0,53.166666666666664,61.333333333333336,10.0,D. Wynne,Deklan Wynne
24,180,77,Jamaica,Columbus Crew SC,2000,ST,77.0,65.0,48.0,63.0,25.0,62.0,47.0,54.8,69.4,66.0,48.833333333333336,21.0,12.2,R. Williams,Romario Williams
23,176,71,Belgium,Waasland-Beveren,3000,"LM, RM",72.0,60.0,58.0,70.0,24.0,52.0,58.2,49.6,70.4,65.2,45.5,24.333333333333332,10.4,B. Badibanga,Beni Badibanga
23,184,81,Germany,1. FC Kaiserslautern,1000,"RM, LM, LB",75.0,61.0,57.0,64.0,34.0,71.0,55.6,55.8,67.8,62.2,50.166666666666664,34.0,9.4,P. Hercher,Philipp Hercher
21,188,74,France,Paris FC,1000,GK,,,,,,,18.0,18.6,54.0,45.4,26.333333333333332,15.0,64.2,A. Maisonnial,Anthony Maisonnial
23,193,86,Turkey,Göztepe SK,3000,GK,,,,,,,14.6,12.8,43.2,42.4,24.0,11.333333333333334,63.2,Y. Aygün,Yavuz Aygün
21,184,78,Mexico,Querétaro,2000,"LM, RM",72.0,61.0,60.0,65.0,24.0,54.0,52.6,60.4,65.4,56.8,50.166666666666664,18.0,8.2,P. Yrizar,Paolo Yrizar
23,185,70,Belgium,Sint-Truidense VV,2000,"CB, ST",68.0,63.0,50.0,64.0,63.0,58.0,53.0,59.2,67.0,63.0,56.333333333333336,64.33333333333333,11.6,W. Janssens,Wolke Janssens
23,180,76,Germany,SV Wehen Wiesbaden,3000,"LB, LWB",73.0,50.0,61.0,64.0,57.0,66.0,55.0,52.6,69.6,65.2,57.5,57.666666666666664,9.8,M. Wachs,Marc Wachs
23,180,78,England,Wycombe Wanderers,2000,"LM, LW",78.0,56.0,59.0,65.0,38.0,59.0,56.4,54.2,71.6,61.6,51.166666666666664,37.0,10.8,N. Freeman,Nicholas Freeman
22,182,74,Netherlands,RKC Waalwijk,2000,"ST, LW",73.0,61.0,53.0,64.0,29.0,58.0,51.4,58.8,68.4,63.4,46.666666666666664,24.0,9.2,S. Sow,Sylla Sow
22,178,73,Netherlands,ADO Den Haag,2000,RW,80.0,53.0,60.0,66.0,55.0,63.0,59.4,58.2,71.2,61.2,53.333333333333336,55.333333333333336,10.2,T. Goppel,Thijmen Goppel
25,188,90,Nigeria,Os Belenenses,2000,LB,69.0,40.0,51.0,62.0,61.0,74.0,50.8,47.6,64.2,61.6,47.166666666666664,63.0,10.4,C. Akas,Chima Akas
24,189,78,Norway,Ranheim Fotball,1000,CB,53.0,45.0,63.0,57.0,62.0,70.0,61.0,48.2,55.2,68.0,50.0,61.0,11.2,D. Kvande,Daniel Kvande
24,185,78,Germany,SC Preußen Münster,1000,"LB, LM, CB",74.0,43.0,53.0,58.0,60.0,73.0,49.0,50.2,64.2,63.4,47.833333333333336,59.333333333333336,10.6,N. Heidemann,Niklas Heidemann
22,180,67,Netherlands,Fortuna Sittard,2000,RB,66.0,27.0,54.0,65.0,62.0,65.0,48.4,42.6,66.0,53.0,49.5,63.0,9.2,C. Essers,Clint Essers
25,178,69,Switzerland,FC Thun,4000,"CM, CDM",62.0,51.0,62.0,66.0,56.0,63.0,58.8,56.0,63.8,56.4,60.333333333333336,57.333333333333336,11.8,B. Stillhart,Basil Stillhart
24,179,78,Colombia,Junior FC,1000,"RM, ST",89.0,58.0,49.0,63.0,21.0,66.0,49.0,54.4,78.8,68.0,50.666666666666664,17.333333333333332,10.8,D. Moreno,Daniel Moreno
25,177,70,Uruguay,UD Almería,2000,LB,70.0,35.0,47.0,63.0,62.0,58.0,47.0,43.0,66.0,51.0,55.333333333333336,64.33333333333333,9.0,G. Rodríguez,Gianni Rodríguez
24,185,79,Spain,Villarreal CF,6000,ST,64.0,63.0,52.0,60.0,25.0,58.0,52.0,57.8,60.2,64.0,49.833333333333336,19.333333333333332,12.0,Edu Espiau,Eduardo David Espiau Hernández
22,180,81,Canada,FC Ingolstadt 04,2000,LM,85.0,53.0,53.0,69.0,26.0,63.0,48.2,56.6,81.8,66.2,46.5,23.666666666666668,10.0,C. Elva,Caniggia Elva
24,189,81,Austria,LASK Linz,2000,"CDM, CM",57.0,50.0,56.0,52.0,64.0,73.0,49.4,51.6,57.0,67.0,54.333333333333336,64.33333333333333,9.8,S. Haudum,Stefan Haudum
24,170,80,Brazil,Orlando City SC,2000,"RB, RWB",89.0,27.0,54.0,67.0,56.0,65.0,50.8,42.4,77.6,49.4,51.833333333333336,59.666666666666664,8.2,Ruan,Ruan Gregório Teixeira
23,176,70,Nigeria,Gil Vicente FC,2000,CM,67.0,52.0,56.0,67.0,44.0,61.0,50.0,45.8,70.2,62.6,52.833333333333336,44.666666666666664,10.2,A. Isaiah,Ahmed Isaiah
23,187,89,Netherlands,RKC Waalwijk,1000,GK,,,,,,,18.4,14.4,38.2,39.2,21.333333333333332,10.0,63.2,E. Vaessen,Etienne Vaessen
24,187,76,Austria,WSG Tirol,2000,CB,66.0,44.0,49.0,52.0,62.0,67.0,46.0,48.8,64.4,60.6,46.166666666666664,63.0,8.8,S. Hager,Stefan Hager
23,183,75,Portugal,FC Paços de Ferreira,2000,RB,68.0,40.0,59.0,65.0,60.0,63.0,61.0,48.6,64.8,54.4,56.0,62.0,12.6,Jorge Silva,Jorge Fernando dos Santos Silva
23,179,74,Germany,SpVgg Greuther Fürth,2000,RB,66.0,37.0,53.0,60.0,63.0,66.0,45.8,48.6,67.0,55.0,48.833333333333336,65.0,7.2,M. Meyerhöfer,Marco Meyerhöfer
26,179,74,Spain,UD Las Palmas,3000,CB,70.0,36.0,50.0,48.0,63.0,64.0,42.0,47.4,66.2,54.8,52.666666666666664,62.666666666666664,10.4,Alex Suárez,José Alejandro Suárez Suárez
24,181,83,Romania,Chindia Târgovişte,2000,ST,81.0,60.0,43.0,64.0,22.0,67.0,46.8,52.4,72.2,60.4,51.5,16.0,9.4,M. Voduț,Mihai Voduț
22,172,68,Brazil,Clube Sport Marítimo,2000,LM,75.0,56.0,62.0,66.0,18.0,49.0,59.4,56.4,72.0,55.6,45.0,17.666666666666668,10.8,Marcelinho,Marcelo Antônio de Oliveira
23,186,78,Greece,Extremadura UD,2000,"CB, RB, LB",62.0,38.0,48.0,55.0,63.0,66.0,44.4,47.6,56.2,58.6,51.0,62.0,10.4,C. Stamboulidis,Charalambos Stamboulidis
26,201,102,Norway,SK Brann,1000,GK,,,,,,,19.8,14.2,38.4,42.2,28.833333333333332,12.666666666666666,63.6,E. Johansen,Eirik Holmen Johansen
25,172,70,England,Luton Town,4000,LB,67.0,39.0,57.0,63.0,63.0,68.0,48.8,53.0,66.4,55.8,51.666666666666664,63.666666666666664,9.8,D. Potts,Daniel Potts
26,186,88,France,Stade Brestois 29,3000,GK,,,,,,,20.2,20.8,49.0,43.4,29.166666666666668,13.0,62.8,D. Léon,Donovan Léon
24,177,73,Netherlands,FC Emmen,2000,"LM, CAM",68.0,61.0,60.0,62.0,36.0,59.0,62.2,57.6,64.8,61.8,51.833333333333336,35.0,12.2,W. Marinus,Wouter Marinus
25,176,82,England,Crawley Town,3000,ST,87.0,60.0,50.0,63.0,22.0,70.0,51.2,52.0,74.6,63.6,51.333333333333336,20.0,11.0,D. Poleon,Dominic Poleon
24,177,74,Netherlands,Lecce,4000,"RM, CM, LM",59.0,55.0,70.0,71.0,52.0,54.0,72.8,59.4,64.8,55.0,60.166666666666664,51.666666666666664,11.0,T. Haye,Thom Haye
25,193,88,Bosnia Herzegovina,Paris FC,2000,ST,37.0,62.0,52.0,60.0,28.0,73.0,55.8,57.8,40.8,69.8,52.333333333333336,23.666666666666668,11.2,M. Maletić,Marko Maletić
23,177,65,Poland,Korona Kielce,1000,LM,76.0,56.0,62.0,67.0,53.0,62.0,61.2,58.0,76.0,63.6,54.333333333333336,53.333333333333336,9.2,M. Cebula,Marcin Cebula
25,189,75,Republic of Ireland,Dundalk,1000,"CB, RB",54.0,35.0,50.0,56.0,63.0,68.0,46.4,46.0,52.0,61.6,51.666666666666664,62.666666666666664,11.0,S. Hoare,Sean Hoare
25,172,69,Germany,Chemnitzer FC,1000,CDM,64.0,51.0,57.0,62.0,61.0,74.0,55.6,49.8,70.4,71.8,62.166666666666664,61.333333333333336,10.0,D. Bohl,Daniel Bohl
25,176,69,Chile,Audax Italiano,2000,"CM, CAM",64.0,59.0,64.0,70.0,48.0,66.0,64.4,52.6,67.8,68.6,55.5,45.666666666666664,9.8,A. Martínez,Ariel Elías Martínez Arce
26,178,71,Chile,CD Cobresal,1000,"CDM, CM",60.0,51.0,53.0,64.0,61.0,70.0,53.0,52.8,68.4,61.8,54.5,60.0,10.4,R. Ureña,Rodrigo Andrés Ureña Reyes
24,171,69,Belgium,KV Oostende,3000,"CM, CDM",57.0,53.0,65.0,64.0,62.0,66.0,64.8,55.8,63.4,68.0,60.5,62.0,10.6,F. Marquet,François Marquet
24,181,74,Germany,Viktoria Köln,1000,"LB, LM, LW",74.0,47.0,63.0,65.0,57.0,74.0,61.2,50.2,70.2,69.0,54.833333333333336,58.666666666666664,11.6,F. Holthaus,Fabian Holthaus
25,182,80,Belgium,KSV Cercle Brugge,3000,GK,,,,,,,20.8,18.4,51.2,42.2,21.666666666666668,14.666666666666666,62.6,M. Van Damme,Miguel Van Damme
24,188,75,England,Shrewsbury,2000,"CM, CAM",75.0,58.0,62.0,65.0,56.0,70.0,58.4,59.2,69.4,68.6,58.0,55.333333333333336,12.8,J. Laurent,Josh Laurent
23,175,73,Benin,Chamois Niortais Football Club,2000,"LM, RM",91.0,64.0,56.0,66.0,32.0,60.0,63.2,57.0,77.2,68.0,49.666666666666664,30.0,9.2,D. Djigla,David Djigla
23,184,75,New Zealand,Wellington Phoenix,1000,CM,69.0,56.0,62.0,66.0,58.0,72.0,61.8,53.0,69.0,65.8,63.5,58.666666666666664,11.8,A. Rufer,Alex Arthur Rufer
23,187,75,Poland,Jagiellonia Białystok,2000,GK,,,,,,,16.6,17.2,37.0,32.2,22.0,16.666666666666668,63.0,D. Węglarz,Damian Węglarz
23,177,73,England,Bristol Rovers,2000,"LB, LWB, LM",79.0,47.0,56.0,63.0,59.0,65.0,53.2,52.2,73.2,56.0,57.833333333333336,60.333333333333336,12.2,T. Holmes-Dennis,Tareiq Holmes-Dennis
24,178,80,England,Carlisle United,3000,"LM, RM",86.0,60.0,55.0,67.0,37.0,59.0,57.4,53.2,77.8,67.4,48.333333333333336,34.333333333333336,12.6,N. Thomas,Nathan Thomas
25,190,80,Slovakia,Coventry City,2000,GK,,,,,,,18.2,17.6,46.6,42.4,28.333333333333332,14.666666666666666,63.2,M. Maroši,Marko Maroši
25,176,76,Saudi Arabia,Al Taawoun,5000,RB,73.0,38.0,53.0,63.0,61.0,71.0,53.4,45.8,67.4,62.4,54.0,60.0,9.4,Y. Barnawi,Yaseen Omar Barnawi
24,176,71,Korea Republic,Karlsruher SC,4000,"CF, ST, RM",75.0,58.0,54.0,70.0,29.0,48.0,54.8,56.0,74.8,56.2,45.0,28.0,10.0,K. Choi,최경록 崔琼罗
24,179,72,Serbia,KV Kortrijk,3000,"RB, CB",63.0,26.0,55.0,59.0,61.0,72.0,50.4,45.2,64.8,51.6,52.5,63.666666666666664,9.2,P. Golubović,Petar Golubović
24,173,72,France,Clermont Foot 63,1000,RB,81.0,53.0,53.0,68.0,58.0,59.0,55.0,55.0,74.6,55.4,52.166666666666664,60.666666666666664,10.4,A. Zedadka,Akim Zedadka
24,183,75,Denmark,Silkeborg IF,2000,RB,75.0,34.0,58.0,64.0,58.0,68.0,57.0,47.6,70.0,57.0,54.166666666666664,59.666666666666664,11.8,S. Crone,Svenn Crone
25,177,78,Italy,Spezia,1000,"CM, CDM",60.0,61.0,61.0,65.0,52.0,65.0,62.8,53.6,63.2,70.2,57.833333333333336,52.0,12.4,G. Acampora,Gennaro Acampora
25,186,81,Spain,Cádiz CF,2000,GK,,,,,,,25.6,21.0,47.2,45.0,25.833333333333332,16.333333333333332,64.6,David Gil,David Gil Mohedano
26,187,79,Austria,SV Sandhausen,1000,GK,,,,,,,21.8,20.2,46.2,42.0,22.833333333333332,20.0,62.2,M. Fraisl,Martin Fraisl
24,197,82,Turkey,Kayserispor,2000,GK,,,,,,,16.4,15.8,41.6,40.2,23.166666666666668,15.666666666666666,64.2,I. Çipe,İsmail Çipe
24,176,69,Saudi Arabia,Al Ittihad,6000,"CDM, CM",64.0,52.0,60.0,63.0,61.0,66.0,55.2,53.2,65.2,64.8,55.833333333333336,61.0,10.0,A. Al Malki,Abdulelah Al Malki
25,171,74,Japan,Sagan Tosu,2000,"ST, LM, LW",93.0,57.0,53.0,70.0,30.0,69.0,54.0,57.0,81.4,66.4,51.0,30.333333333333332,10.6,T. Kanamori,金森 健志
25,178,73,France,Rodez Aveyron Football,1000,"RWB, LM",75.0,61.0,62.0,70.0,59.0,58.0,61.2,60.4,70.8,58.8,56.666666666666664,60.0,12.4,V. Henry,Valentin Henry
24,178,71,Netherlands,Heracles Almelo,2000,"CAM, RM",66.0,64.0,59.0,63.0,48.0,56.0,57.8,58.8,63.8,58.0,60.833333333333336,46.333333333333336,7.8,R. Niemeijer,Reuven Niemeijer
24,168,72,England,Barnsley,3000,RM,88.0,54.0,56.0,67.0,33.0,52.0,56.0,53.8,81.4,56.2,48.5,32.0,10.2,J. Green,Jordan Green
25,186,74,Korea Republic,FC St. Pauli,4000,"RB, LB, CDM",75.0,33.0,54.0,61.0,62.0,63.0,46.8,47.8,69.4,53.2,50.0,62.666666666666664,11.0,Park Yi-Young,박이영 朴易扬
24,172,71,Japan,Vegalta Sendai,1000,"LB, LM, CB",71.0,40.0,62.0,61.0,59.0,65.0,59.0,46.6,66.2,58.8,54.333333333333336,61.0,9.0,K. Nagato,永藤 克弥
24,188,85,England,Walsall,4000,CB,63.0,38.0,42.0,47.0,61.0,75.0,40.4,42.0,56.2,63.0,47.666666666666664,61.0,12.2,D. Scarr,Dan Scarr
23,188,79,Germany,SV Wehen Wiesbaden,3000,"CDM, RB",65.0,44.0,56.0,59.0,61.0,75.0,51.4,52.6,61.2,63.4,55.833333333333336,61.0,9.0,J. Lorch,Jeremias Lorch
26,185,81,Slovenia,Slovenia,0,CB,58.0,34.0,37.0,40.0,65.0,66.0,35.6,39.6,54.6,56.2,45.0,65.66666666666667,10.6,M. Blažič,Miha Blažič
25,185,75,Germany,1. FC Heidenheim 1846,4000,ST,64.0,64.0,36.0,58.0,23.0,72.0,46.4,52.2,63.4,68.4,51.5,18.666666666666668,10.2,S. Schimmer,Stefan Schimmer
25,186,76,Germany,SV Waldhof Mannheim,1000,CB,65.0,34.0,49.0,55.0,62.0,69.0,53.2,42.4,62.2,60.0,48.5,62.333333333333336,9.4,M. Seegert,Marcel Seegert
25,177,65,Kosovo,FC Würzburger Kickers,2000,"ST, LM",79.0,62.0,54.0,74.0,22.0,53.0,57.6,56.8,75.8,61.8,45.333333333333336,20.0,9.8,A. Vrenezi,Albion Vrenezi
25,190,85,Denmark,AC Horsens,3000,CM,60.0,55.0,59.0,63.0,65.0,76.0,54.8,57.2,59.6,65.8,58.5,64.66666666666667,11.0,B. Jacobsen,Bjarke Jacobsen
25,186,74,Argentina,Atlético Tucumán,3000,"CB, RB",64.0,25.0,44.0,55.0,62.0,68.0,43.2,34.6,59.6,55.2,47.833333333333336,64.33333333333333,9.6,M. Ortíz,Marcelo Ortíz
26,185,77,Norway,FK Bodø/Glimt,1000,CB,73.0,33.0,45.0,55.0,62.0,68.0,43.8,42.8,64.2,57.0,41.833333333333336,63.333333333333336,9.4,M. Lode,Marius Lode
24,189,70,Netherlands,RKC Waalwijk,2000,CB,66.0,37.0,48.0,57.0,63.0,68.0,54.4,42.2,59.2,61.4,45.833333333333336,62.0,10.2,L. Nieuwpoort,Lars Nieuwpoort
25,177,75,Germany,SC Paderborn 07,6000,"ST, RW",90.0,61.0,44.0,62.0,26.0,67.0,47.2,54.8,77.6,68.6,45.333333333333336,22.0,12.8,S. Mamba,Streli Mamba
25,181,71,France,Livingston FC,2000,LB,81.0,37.0,56.0,59.0,59.0,65.0,54.4,48.4,69.0,55.2,46.0,61.333333333333336,10.4,I. Savane,Ibrahima Savane
24,184,83,Uruguay,Unión de Santa Fe,3000,CDM,61.0,41.0,57.0,58.0,59.0,70.0,52.4,49.2,60.8,60.4,52.666666666666664,60.0,8.8,J. Méndez,Javier Méndez
24,164,60,Germany,Viktoria Köln,1000,"RM, CF",86.0,58.0,53.0,71.0,23.0,45.0,57.8,50.4,84.4,56.6,46.833333333333336,22.333333333333332,6.6,K. Holzweiler,Kevin Holzweiler
25,184,74,Slovenia,Zagłębie Lubin,2000,ST,70.0,64.0,42.0,59.0,21.0,67.0,44.2,53.2,70.2,67.6,51.166666666666664,17.333333333333332,10.4,R. Sirk,Rok Sirk
25,180,70,Ghana,Kaizer Chiefs,1000,"CDM, CM",70.0,44.0,59.0,62.0,60.0,61.0,58.0,50.0,61.2,61.0,48.5,60.666666666666664,9.8,J. Kotei,James Kotei
24,183,76,Portugal,Santa Clara,1000,"CM, CDM",60.0,58.0,63.0,62.0,53.0,71.0,56.6,57.2,59.8,63.0,61.166666666666664,52.333333333333336,9.2,Nené,Rui F. da Cunha Correia
27,190,80,Czech Republic,Cracovia,2000,"CB, LB, RB",71.0,36.0,44.0,50.0,62.0,71.0,45.8,44.4,58.2,56.2,47.833333333333336,63.0,10.0,D. Jablonský,David Jablonský
26,180,75,Congo,Oldham Athletic,3000,"CDM, CM",67.0,41.0,52.0,60.0,61.0,71.0,48.0,47.0,66.0,56.4,62.333333333333336,58.666666666666664,10.4,C. Missilou,Christopher Missilou
26,185,73,Norway,Odds BK,1000,CM,55.0,52.0,61.0,60.0,62.0,66.0,60.6,53.4,60.4,62.4,58.333333333333336,58.333333333333336,12.0,F. Jensen,Fredrik Oldrup Jensen
28,190,77,Brazil,Vitória de Setúbal,1000,GK,,,,,,,15.4,13.6,32.6,36.2,22.833333333333332,14.666666666666666,64.0,Milton Raphael,Milton Raphael Guimarães Pires
27,198,78,England,Reading,4000,GK,,,,,,,21.2,16.6,42.2,46.6,23.5,16.0,63.4,S. Walker,Sam Walker
27,191,82,England,AFC Wimbledon,2000,CB,56.0,29.0,47.0,54.0,62.0,71.0,42.4,40.6,56.6,57.4,48.333333333333336,62.0,10.6,R. McDonald,Rod McDonald
25,178,75,England,Bradford City,5000,RM,89.0,59.0,55.0,67.0,33.0,60.0,59.2,53.8,77.2,61.0,50.333333333333336,30.333333333333332,11.8,Z. Ismail,Zeli Ismail
26,183,76,England,Wycombe Wanderers,2000,CB,56.0,22.0,45.0,46.0,63.0,71.0,37.2,39.0,60.4,52.2,48.166666666666664,63.333333333333336,10.8,A. Stewart,Anthony Stewart
26,180,75,England,Blackpool,3000,"RB, LB, CM",70.0,43.0,60.0,59.0,60.0,70.0,50.0,49.0,69.6,59.2,51.666666666666664,61.0,11.2,O. Turton,Oliver Turton
27,190,88,Greece,Holstein Kiel,3000,GK,,,,,,,13.8,15.0,45.4,43.4,20.333333333333332,13.0,62.8,I. Gelios,Ioannis Gelios
25,182,74,Guinea Bissau,Astra Giurgiu,3000,"RW, ST",80.0,59.0,54.0,66.0,29.0,59.0,57.4,55.2,73.8,61.2,47.833333333333336,25.0,12.2,Toni Silva,Toni Brito Silva Sá
26,171,70,Mexico,Querétaro,3000,"CM, LM",76.0,65.0,65.0,71.0,37.0,66.0,66.8,63.2,74.0,69.4,56.833333333333336,36.0,9.8,A. Escoboza,Jesús Alonso Escoboza Lugo
25,184,83,Scotland,Wycombe Wanderers,2000,RB,77.0,50.0,56.0,62.0,60.0,65.0,53.2,54.6,71.8,64.2,52.833333333333336,60.666666666666664,10.6,J. Grimmer,Jack Grimmer
